male.id, female.id, start.time, end.time, proximity
392, 901, 6.72732, 6.73226, 2
427, 1047, 6.73011, 12.5602, 0
101, 822, 6.73606, 6.73697, 0
460, 613, 6.73956, 8.24367, 0
415, 947, 6.7414, 7.56125, 1
240, 812, 6.74871, 9.7098, 0
119, 727, 6.75546, 6.76988, 0
102, 793, 6.75562, 7.33218, 0
283, 849, 6.76076, 6.77852, 0
235, 950, 6.76334, 8.42611, 0
29, 1058, 6.76511, 7.55156, 0
254, 702, 6.766, 9.65749, 0
397, 979, 6.7664, Inf, 0
396, 806, 6.77431, 8.89413, 0
170, 959, 6.78634, 7.25245, 2
96, 908, 6.78859, 6.97391, 1
22, 775, 6.79702, 6.87053, 0
32, 837, 6.80606, 6.98718, 0
106, 795, 6.80913, 9.65045, 0
421, 869, 6.8136, 7.07246, 0
382, 649, 6.84102, 7.39674, 0
310, 1015, 6.84183, 12.1605, 0
157, 861, 6.85893, 8.18478, 1
324, 901, 6.86034, 6.8752, 0
184, 753, 6.86703, 7.29359, 0
22, 933, 6.87399, 6.88872, 0
117, 716, 6.87469, 7.46387, 0
127, 1099, 6.8781, 9.36364, 0
144, 653, 6.88291, 6.89729, 0
309, 860, 6.88961, Inf, 3
247, 713, 6.89263, 7.67317, 1
274, 997, 6.89697, 7.13786, 2
493, 935, 6.91281, 8.83109, 0
270, 932, 6.91386, 7.75574, 2
125, 874, 6.93583, Inf, 2
15, 868, 6.93914, 7.54943, 1
70, 933, 6.94031, 6.9827, 0
278, 702, 6.94913, 8.81976, 0
180, 842, 6.96517, 10.4259, 0
53, 650, 6.96753, 7.06056, 1
111, 1077, 6.97136, Inf, 0
106, 939, 6.9851, 7.37034, 0
127, 648, 6.98716, 8.1457, 0
324, 1050, 6.99453, 7.03771, 0
143, 868, 7.00755, 7.03093, 0
141, 651, 7.00828, 7.06258, 1
148, 653, 7.0123, 7.33433, 0
332, 915, 7.01751, 7.3521, 0
381, 908, 7.02002, 7.14516, 0
441, 830, 7.02112, 8.84906, 0
472, 1037, 7.02373, 7.94419, 2
349, 1047, 7.03029, 8.62619, 1
235, 736, 7.0359, 12.0542, 0
126, 1079, 7.04272, 7.49931, 3
420, 880, 7.04495, 8.97931, 0
71, 760, 7.05518, 9.87279, 0
53, 759, 7.06158, 7.2092, 3
431, 646, 7.06199, 7.24048, 1
95, 651, 7.06621, 7.06971, 2
107, 1053, 7.07584, 7.30659, 1
96, 964, 7.08668, 7.16076, 1
362, 761, 7.09896, 7.20669, 1
3, 635, 7.1025, 7.20614, 1
402, 933, 7.10287, 8.88231, 0
14, 926, 7.10622, 9.0873, 0
9, 881, 7.11842, 7.39976, 1
416, 703, 7.13238, 7.14898, 0
96, 651, 7.13932, 7.4628, 1
328, 990, 7.15721, 7.50662, 0
